	but672FWD_MM	but1031REV_MM	but672FWD_Melt	but1031REV_Melt	organism	definition	function
CYZM01000001	0	1	58.055308993768506	57.97676931915885	Anaerostipes hadrus,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CYZT01000162	2	5	59.695331538379776	64.72188276536906	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CYZT01000276	1	2	64.56360020118376	65.42440750281378	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CYZY01000001	1	2	61.52008624715239	63.02669494983826	[Clostridium] symbiosum,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CYZY01000043	7	1	67.0095308975832	60.87295010554607	[Clostridium] symbiosum,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CYZY01000084	0	0	64.83809286363163	61.15513994766195	[Clostridium] symbiosum,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CZAS01000003	2	5	59.695331538379776	64.72188276536906	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZAS01000006	1	2	64.56360020118376	65.42440750281378	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZAS01000006.86	4	2	60.79469598738825	63.0266949498382	Flavonifractor plautii,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CZAS01000028	2	4	60.35956852112031	53.637047156640904	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZAT01000009	0	1	65.5668130056502	62.69577104750522	Flavonifractor plautii,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CZAT01000018	0	1	63.799100609955474	65.61367643338701	Flavonifractor plautii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CZAT01000043	1	2	64.56360020118376	65.42440750281378	Flavonifractor plautii,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CZAV01000001	3	3	49.85415079066115	52.258866394866345	Clostridium baratii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CZBD01000009	2	5	59.695331538379776	64.72188276536906	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZBD01000023	1	2	64.56360020118376	65.42440750281378	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZBH01000004	2	4	63.08970797679922	62.13468148264121	Faecalibacterium prausnitzii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZBO01000001	2	3	51.91173355965299	49.25229162635327	Clostridium baratii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CZVX01000076	3	4	54.699511898932826	52.258866394866345	bacterium JGI.11,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
Clostridium.aminobutyricum	2	4	55.00491320425874	54.037643437867644	Clostridium.aminobutyricum,definition=but.like	but.like	other
Clostridium.kluyveri.DSM.555	3	4	52.80559837327604	54.19895501028253	Clostridium.kluyveri.DSM.555,definition=but.like	but.like	other
Clostridium.tetani.E88	3	3	54.853081423908634	50.75696698660607	Clostridium.tetani.E88,definition=but.like	but.like	other
DQ072259	0	2	64.36519756455641	56.1228239633665	Faecalibacterium prausnitzii A2.165,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
DQ151451	1	3	61.99653806757328	62.05787815029407	Anaerostipes caccae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
Eubacterium.hallii	0	1	58.847882634201255	52.39289610122853	Eubacterium hallii,definition=butyryl.CoA transferase	butyryl.CoA transferase	confirmed
Eubacterium.nodatum.strain.68.3.10..1	3	2	63.67339600916853	65.98436451819072	Eubacterium.nodatum.strain.68.3.10..1,definition=but.like	but.like	other
Eubacterium.nodatum.strain.68.3.10..2	2	0	64.2913417899365	62.69577104750522	Eubacterium.nodatum.strain.68.3.10..2,definition=but.like	but.like	other
Eubacterium.rectale.DSM.17629	0	0	62.07721867045166	60.81097073607219	Eubacterium rectale DSM 17629,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	confirmed
FAON01000008	3	4	54.24146565131889	52.1219234450262	bacterium JGI.3,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
FAOS01000003	4	3	62.0772186704516	63.32469571238818	Janthinobacterium sp. CG23.2,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
FN298495	5	5	61.74839681970059	55.02144074963644	Salmonella enterica subsp. VII,definition=putative acetyl.coa hydrolase.transferase	putative acetyl.coa hydrolase.transferase	unknown
FN650140	4	3	54.68079958665339	54.631627018039126	Legionella longbeachae NSW150,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FO203512	3	3	60.17596212597192	55.74893912256135	Oleispira antarctica RB.8,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
FO681348	0	4	53.49829337059083	50.98467120478654	Acholeplasma brassicae,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FP476056	3	5	56.53516047820483	60.76267878136963	Zobellia galactanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FP929032	4	3	64.56991912368096	65.42440750281378	Alistipes shahii WAL 8301,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929037	6	2	63.705893601174466	63.577181107729984	[Clostridium] cf. saccharolyticum K10,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929037.89	0	1	59.62720762092795	65.73790869873073	[Clostridium] cf. saccharolyticum K10,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929038	3	5	59.87530454806523	59.150698646475405	Coprococcus catus GD.7,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929038.32	0	1	57.567230273750795	63.56873177598544	Coprococcus catus GD.7,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929038.93	3	4	52.27903495350574	57.04747788805082	Coprococcus catus GD.7,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929043	0	0	62.07721867045166	63.56873177598544	Eubacterium rectale M104.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929045	0	1	64.36519756455641	61.72552648528114	Faecalibacterium prausnitzii L2.6,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929046	0	1	64.36519756455641	61.77299417361303	Faecalibacterium prausnitzii SL3.3,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929049	0	1	59.99628039822869	57.97676931915885	Roseburia intestinalis M50.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929050	0	0	59.99628039822869	60.81097073607219	Roseburia intestinalis XB6B4,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929062	6	3	62.887568164050265	58.22874479375383	butyrate.producing bacterium SS3.4,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929062.49	0	0	58.055308993768506	61.15513994766195	butyrate.producing bacterium SS3.4,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FR745875	1	3	54.47340562679767	52.27776164842271	Clostridium botulinum B str. Eklund 17B (NRP),definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FR856862	4	6	61.38294839955478	60.90254965890563	Novosphingobium sp. PP1Y,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
GU080132	5	5	57.24084610949359	54.929728558703914	bacterium enrichment culture clone N47,definition=putative 4.hydroxybutyrate.CoA transferase	putative 4.hydroxybutyrate.CoA transferase	unknown
HB867388	3	6	59.87396435034458	60.534256910257	Shewanella oneidensis,definition=Sequence 63 from Patent EP2096177	Sequence 63 from Patent EP2096177	unknown
HB871725	3	5	56.20057367087321	50.618989885827034	Leptospira interrogans,definition=Sequence 4400 from Patent EP2096177	Sequence 4400 from Patent EP2096177	unknown
HB871727	2	5	63.38102220629531	62.689466371979336	Thermus thermophilus,definition=Sequence 4402 from Patent EP2096177	Sequence 4402 from Patent EP2096177	unknown
HE576794	0	1	60.83632918740676	61.22696742833142	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE576794.48	0	1	57.343670195325274	62.997118917035095	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE576794.58	2	2	66.58635770964423	61.15513994766195	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE576794.6	2	3	55.50782272169198	63.78116128155631	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE663493	3	3	62.19395707282297	67.50598128278472	Rhodospirillum photometricum DSM 122,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
HE774682	4	5	51.04113409983313	47.99382967525986	Flavobacterium indicum GPTSA100.9 = DSM 17447,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
HE793032	0	1	52.45435032673856	58.78304913707933	Brachyspira pilosicoli WesB,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
HE796683	1	5	62.989309556555156	60.534256910257	Fibrella aestuarina BUZ 2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HG315671	2	3	51.549531285270575	56.375390580116004	Formosa agariphila KMM 3901,definition=acetyl.CoA hydrolase.transferase family protein	acetyl.CoA hydrolase.transferase family protein	unknown
HG530135	3	3	54.853081423908634	50.75696698660607	Clostridium tetani 12124569,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
HG917972	4	2	63.71516612292845	66.13246459867048	Mycobacterium marinum E11,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HG934468	2	6	55.612386091291114	55.95265114383625	Mucinivorans hirudinis,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
Intesimonas.butyriciproducens.strain.27.5.10	0	0	62.26695595517032	62.99711891703504	Intesimonas.butyriciproducens.strain.27.5.10,definition=but	but	confirmed
JAAC01000013	2	2	50.34517539402623	52.77109233332112	Fusobacterium necrophorum BL,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
JAAF01000019	2	2	50.34517539402623	49.776946412697214	Fusobacterium necrophorum DAB,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
JALU01000011	2	3	61.4892111469199	53.30003503469203	Mogibacterium timidum ATCC 33093,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
JALU01000030	2	1	62.5444703553261	60.60119512299758	Mogibacterium timidum ATCC 33093,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
JANB01000055	2	3	54.48598228409446	54.701362662704696	Fusobacterium sp. CM1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
JAOZ01000005	1	4	54.982130553579225	57.51101922546849	Fusobacterium nucleatum 13.3C,definition=hypothetical protein	hypothetical protein	unknown
JDFF01000019	2	1	55.19822019478221	60.10946402404039	Porphyromonas catoniae ATCC 51270,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
JEMX01000020	5	4	61.00615365543871	58.0197010376894	Candidatus Accumulibacter sp. BA.92,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
JEMY01000057	5	4	57.33749602979873	58.96893605638104	Candidatus Accumulibacter sp. BA.93,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
JFAF01000004	1	4	56.13143266230901	50.395197905835516	Peptoclostridium difficile,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JFBV01000001	1	3	57.626204491358976	56.86156537754374	Clostridium sp. ASBs410,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JFBV01000001.66	2	5	60.47560464086865	54.666262640230855	Clostridium sp. ASBs410,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JGVI01000037	4	6	60.0559440319206	60.534256910257	Shewanella xiamenensis,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
JMFG01000008	2	7	54.502327387550054	59.819140968466684	Thermoanaerobaculum aquaticum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMIR01000062	3	6	62.22958067497666	60.66210964605756	Tumebacillus flagellatus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMKI01000012	2	1	54.878235925015986	61.15513994766195	Synergistes jonesii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMQR01000128	3	3	65.68711707859302	62.89517932149022	Brevundimonas sp. EAKA,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMTN01000013	2	4	47.37711581168696	52.66015102052933	Pedobacter glucosidilyticus,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
JNOS01000002	2	4	60.59956453934791	57.46418782724231	Porphyromonas sp. KLE 1280,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
JOOI01000003	2	2	51.04113409983313	56.533792483651325	Thermoanaerobacter sp. YS13,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JPDS01000001	3	4	50.50973935250778	50.98467120478654	Polaribacter sp. Hel1.85,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
JPFK01000007	3	4	48.96180146717501	50.46504720169423	Mangrovimonas yunxiaonensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPGH01000161	3	5	63.4941085268934	65.89905604914952	Burkholderia mallei,definition=hypothetical protein	hypothetical protein	unknown
JPIN01000004	3	4	57.51868434999045	57.664373728441376	Idiomarina sp. MCCC 1A10513,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPJI01000023	4	4	48.933847711306385	48.65582367143122	Nonlabens ulvanivorans,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPME01000002	2	5	57.56150379580089	54.666262640230855	[Clostridium] celerecrescens,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPME01000002.78	1	3	59.31258177042764	59.34203528122492	[Clostridium] celerecrescens,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPPA01000077	1	4	55.07879312103995	50.395197905835516	Peptoclostridium difficile,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPSL02000038	2	6	63.38102220629531	61.75230958894451	Thermus filiformis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPUB01000415	3	5	56.20057367087321	50.618989885827034	Leptospira interrogans serovar Lai,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JQBK01000081	3	6	56.888455574565285	49.849765899191254	Lactobacillus acidipiscis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRGF01000008	2	3	63.38102220629531	62.3798706203263	Alistipes inops,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRGI01000016	3	3	54.853081423908634	50.75696698660607	Clostridium tetani,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRHN01000043	0	4	54.13230781963637	50.395197905835516	Peptoclostridium difficile,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRJU01000029	4	5	53.896076825733815	46.16716384168791	Bacillus okhensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRLU01000001	4	3	53.937206449079724	57.7728032338249	Flavobacterium cauense R2A.7,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRLZ01000004	4	5	54.57085931946477	55.25921585801433	Flavobacterium enshiense DK69,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRMW01000044	4	4	49.99422955257512	54.154280408701084	Anaerococcus lactolyticus S7.1.13,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRRD02000001	1	4	53.46015787798717	51.07732337811751	Fervidobacterium islandicum,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JRZU01000004	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Typhimurium,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRZV01000003	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Typhimurium,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JSVA01000016	5	5	51.04113409983319	51.454025411865246	Roseivirga sp. D.25,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JSVC01000008	4	5	53.00232075210175	54.07579684851004	Flavihumibacter solisilvae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JUET01000136	2	1	60.23571195966031	62.69577104750522	Tannerella forsythia,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JWSP01000004	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. houtenae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JXNG01000027	1	1	52.95374856051774	58.21640793692791	Brachyspira hyodysenteriae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JXNN01000054	1	1	52.95374856051774	58.21640793692791	Brachyspira hyodysenteriae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYBG01000007	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYBJ01000004	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYQL01000019	5	6	61.74839681970059	57.775871336800265	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYQU01000029	5	6	61.74839681970059	57.775871336800265	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYRE01000002	5	6	61.74839681970059	57.775871336800265	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYRR01000003	5	6	61.74839681970059	57.775871336800265	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYSI01000003	5	6	61.74839681970059	57.775871336800265	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYTH01000014	5	6	61.74839681970059	54.87424024200601	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYXB01000037	5	6	61.74839681970059	54.87424024200601	Salmonella enterica subsp. enterica serovar Schwarzengrund,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYZM01000002	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Javiana,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
KF831415	1	2	53.11157200092265	50.395197905835516	Firmicutes bacterium enrichment culture clone fosmid MGS.M2,definition=acetylhydrolase	acetylhydrolase	unknown
L21902	3	4	52.80559837327604	54.19895501028253	Clostridium kluyveri DSM 555,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LAHO01000003	3	5	56.84646736113126	62.301802733071895	Arsukibacterium ikkense,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAKY01000055	0	1	56.23054797907599	55.32637511486081	Clostridiales bacterium PH28.bin88,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAKY01000058	0	3	60.423976112224636	62.683193258977326	Clostridiales bacterium PH28.bin88,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LANI01000023	4	4	58.26170435353555	60.395587588121145	Kiloniella sp. P1.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAQL01000002	4	3	60.237123156391135	60.46335148141344	Kiloniella spongiae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAVN01000001	3	5	63.75458461847842	60.80703574370915	Burkholderia gladioli,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAVS01000004	4	4	58.4188713527077	57.664373728441376	Rheinheimera sp. IITR.13,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAYJ01000134	2	2	60.47560464086865	66.26958918950822	Catabacter hongkongensis,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
LAYP01000160	3	4	59.37410198269595	60.6621096460575	Leptospira santarosai,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LAZR01001024	1	5	52.74554892236807	60.735873145982	marine sediment metagenome,definition=hypothetical protein	hypothetical protein	unknown
LAZR01002627	2	4	51.040209014848415	50.45933599668302	marine sediment metagenome,definition=hypothetical protein	hypothetical protein	unknown
LBBT01000322	2	4	51.93111157070683	50.395197905835516	Clostridium sp. JC272,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LBIC01000001	3	4	65.77791111732705	62.17599489985844	Sphingobium chungbukense,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LBMP01000006	2	2	64.51922958712112	65.61367643338713	Desulfocarbo indianensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LBMX01000091	1	1	51.031880336938286	56.26100738445797	Clostridium sp. C8,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LCTZ01000002	4	4	51.561831659680195	55.17611597644873	Flagellimonas sp. DK169,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LCWL01000122	2	5	58.104186276324526	55.01486655122426	Alishewanella sp. WH16.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LDJX01000005	3	4	48.961801467175064	55.009206158391464	Croceitalea dokdonensis DOKDO 023,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
LDXJ01000041	0	6	64.08386775366262	57.629031533566035	Peptococcaceae bacterium CEB3,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDXJ01000042	5	3	57.60774321788824	65.9105173740262	Peptococcaceae bacterium CEB3,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDXJ01000060	4	3	60.23571195966042	61.71295438113117	Peptococcaceae bacterium CEB3,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDXM01000009	2	4	63.38102220629531	65.9105173740262	Chloroflexi bacterium CSP1.4,definition=acetyl.CoA hydrolase.transferase family protein	acetyl.CoA hydrolase.transferase family protein	unknown
LDZY01000007	0	0	56.97162784828447	60.59961730915535	Desulfosporosinus acididurans,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDZY01000018	2	1	57.07109998827559	63.38517887242273	Desulfosporosinus acididurans,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDZY01000022	1	1	55.38788649394189	55.25605332218737	Desulfosporosinus acididurans,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LEKT01000002	0	0	67.13538887603465	57.9448343665311	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000002.1	2	1	63.55707245879995	60.60119512299758	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000002.57	3	1	61.931718371649595	61.15513994766195	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000004	2	3	54.13885345455748	58.083656838363424	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000044	0	1	56.411303705557884	66.26958918950822	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000084	3	4	49.47139056480296	64.74429793615832	Megasphaera cerevisiae DSM 20462,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LFNG01000041	4	2	54.295948952962135	54.68443283499681	Chryseobacterium koreense CCUG 49689,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LFRJ01000015	4	4	62.0772186704516	60.03928459890972	Thauera humireducens,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LFZU01000001	4	8	56.786545569996804	58.95236191101219	Bacillus sp. FJAT.27231,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGAF01000005	5	5	56.982079746534	57.567069327401555	Planomicrobium glaciei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGCK01000002	2	4	54.45737997866769	60.321016856315964	Leptolinea tardivitalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGCM01000027	2	4	60.11529781319132	60.459826318932414	Levilinea saccharolytica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGIA01000026	2	4	54.159428828218836	57.027255463354436	Sunxiuqinia dokdonensis,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
