	BCoATscrF_MM	BCoATscrR_MM	BCoATscrF_Melt	BCoATscrR_Melt	organism	definition	function
CYZY01000001	12	9	64.57645980324293	68.33787758870437	[Clostridium] symbiosum,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CYZY01000043	12	11	58.01506765758438	63.23071630357339	[Clostridium] symbiosum,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CYZY01000084	2	6	64.84247026442591	65.33504055149052	[Clostridium] symbiosum,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CZAS01000003	15	12	65.3986592846046	60.77273268735445	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZAS01000006	13	9	67.7720878564607	72.22158265070874	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZAS01000006.86	20	14	60.12529570027209	71.06818427263124	Flavonifractor plautii,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CZAS01000028	16	15	61.378774263297885	57.74347669492852	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZAT01000009	3	5	66.05653772240112	68.51282912090903	Flavonifractor plautii,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CZAT01000018	18	9	69.35896049620328	66.4772871356837	Flavonifractor plautii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CZAT01000043	13	10	65.88731196613247	70.80269111348053	Flavonifractor plautii,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CZAV01000001	15	10	52.4585153581686	45.35110504249525	Clostridium baratii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CZBD01000009	15	12	65.3986592846046	60.77273268735445	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZBD01000023	14	9	67.78924757518905	72.22158265070874	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZBH01000004	16	16	62.785929108714754	69.9496238744124	Faecalibacterium prausnitzii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZBO01000001	15	11	55.076898638513455	43.9453767721144	Clostridium baratii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CZVX01000076	17	13	60.33897450536574	54.011302684217014	bacterium JGI.11,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
Clostridium.aminobutyricum	14	8	56.758262443295905	55.931294110591864	Clostridium.aminobutyricum,definition=but.like	but.like	other
Clostridium.kluyveri.DSM.555	16	9	52.86527360482279	61.36836119439528	Clostridium.kluyveri.DSM.555,definition=but.like	but.like	other
Clostridium.tetani.E88	13	6	50.16160502379978	56.75686197882658	Clostridium.tetani.E88,definition=but.like	but.like	other
DQ072259	4	0	68.86202171353784	59.145319706859254	Faecalibacterium prausnitzii A2.165,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
DQ151451	13	9	57.287241692859595	60.3348351062225	Anaerostipes caccae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
Eubacterium.hallii	0	0	60.55386531526665	56.41452655421989	Eubacterium hallii,definition=butyryl.CoA transferase	butyryl.CoA transferase	confirmed
Eubacterium.nodatum.strain.68.3.10..1	10	11	71.42805998261406	59.10297969518399	Eubacterium.nodatum.strain.68.3.10..1,definition=but.like	but.like	other
Eubacterium.nodatum.strain.68.3.10..2	15	8	66.43616453131278	60.86692939288048	Eubacterium.nodatum.strain.68.3.10..2,definition=but.like	but.like	other
Eubacterium.rectale.DSM.17629	1	2	63.355740605648066	63.314852811316314	Eubacterium rectale DSM 17629,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	confirmed
FAON01000008	17	11	62.08206732154997	52.30894183408185	bacterium JGI.3,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
FAOS01000003	17	13	70.60781617910828	64.58571334212138	Janthinobacterium sp. CG23.2,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
FN298495	15	12	53.9408095799576	56.798817452779645	Salmonella enterica subsp. VII,definition=putative acetyl.coa hydrolase.transferase	putative acetyl.coa hydrolase.transferase	unknown
FN650140	18	14	56.132915017422704	51.45995495386194	Legionella longbeachae NSW150,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FO203512	18	12	61.98200049320184	56.407227607029654	Oleispira antarctica RB.8,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
FO681348	16	12	58.23209770710719	52.88454164801328	Acholeplasma brassicae,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FP476056	14	15	57.24466508554207	57.356402275016535	Zobellia galactanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FP929032	16	17	66.00899124257592	70.21412132802038	Alistipes shahii WAL 8301,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929037	12	9	60.42517119057902	64.73226351408294	[Clostridium] cf. saccharolyticum K10,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929037.89	2	1	62.567005622519844	60.70010372452316	[Clostridium] cf. saccharolyticum K10,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929038	18	14	58.56008292998712	56.42585185226994	Coprococcus catus GD.7,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929038.32	3	3	60.76828024384895	58.334951556129965	Coprococcus catus GD.7,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929038.93	16	13	58.19122397219513	55.77390368289264	Coprococcus catus GD.7,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929043	1	2	63.355740605648066	63.314852811316314	Eubacterium rectale M104.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929045	4	3	68.86202171353784	66.02651181516558	Faecalibacterium prausnitzii L2.6,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929046	4	3	67.77520920405033	60.55289649656174	Faecalibacterium prausnitzii SL3.3,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929049	3	2	61.28299050241361	58.69407958588704	Roseburia intestinalis M50.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929050	3	2	61.28299050241361	58.69407958588704	Roseburia intestinalis XB6B4,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929062	10	11	61.503398306254894	59.63395234868011	butyrate.producing bacterium SS3.4,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929062.49	2	3	62.065226502316534	62.98747904853269	butyrate.producing bacterium SS3.4,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FR745875	16	11	54.319953641469226	53.07863083438406	Clostridium botulinum B str. Eklund 17B (NRP),definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FR856862	16	13	70.95274190402813	71.59246785134326	Novosphingobium sp. PP1Y,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
GU080132	16	10	52.643567452416335	63.276205527104196	bacterium enrichment culture clone N47,definition=putative 4.hydroxybutyrate.CoA transferase	putative 4.hydroxybutyrate.CoA transferase	unknown
HB867388	18	14	64.48498441683813	56.1995464105014	Shewanella oneidensis,definition=Sequence 63 from Patent EP2096177	Sequence 63 from Patent EP2096177	unknown
HB871725	15	13	52.067439219210996	59.110727013570624	Leptospira interrogans,definition=Sequence 4400 from Patent EP2096177	Sequence 4400 from Patent EP2096177	unknown
HB871727	14	15	68.84593950359721	65.68765658349645	Thermus thermophilus,definition=Sequence 4402 from Patent EP2096177	Sequence 4402 from Patent EP2096177	unknown
HE576794	14	10	64.85570995677733	59.24634334746111	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE576794.48	19	10	63.474440391864164	57.89766706373234	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE576794.58	13	12	64.44563186120337	58.077637139092474	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE576794.6	15	10	60.636627908267485	62.11817272950617	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE663493	19	15	71.23451817134406	63.368563968318256	Rhodospirillum photometricum DSM 122,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
HE774682	14	15	53.22439010664095	51.458238811762044	Flavobacterium indicum GPTSA100.9 = DSM 17447,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
HE793032	3	6	56.608165697648815	51.17735955996096	Brachyspira pilosicoli WesB,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
HE796683	18	11	65.24853102337562	66.41941124018962	Fibrella aestuarina BUZ 2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HG315671	16	11	53.15170175949601	56.09002013627298	Formosa agariphila KMM 3901,definition=acetyl.CoA hydrolase.transferase family protein	acetyl.CoA hydrolase.transferase family protein	unknown
HG530135	13	6	50.16160502379978	56.75686197882658	Clostridium tetani 12124569,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
HG917972	16	12	70.47072409111667	72.7289373889596	Mycobacterium marinum E11,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HG934468	19	12	63.9418432024346	62.03310893744168	Mucinivorans hirudinis,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
Intesimonas.butyriciproducens.strain.27.5.10	3	5	65.10343174591281	64.14128475617593	Intesimonas.butyriciproducens.strain.27.5.10,definition=but	but	confirmed
JAAC01000013	18	12	50.74349703248106	59.18761038017146	Fusobacterium necrophorum BL,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
JAAF01000019	18	12	50.74349703248106	59.18761038017146	Fusobacterium necrophorum DAB,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
JALU01000011	15	11	59.573954775179914	56.82969433681973	Mogibacterium timidum ATCC 33093,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
JALU01000030	3	8	62.273677836198885	59.8520733992151	Mogibacterium timidum ATCC 33093,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
JANB01000055	14	10	52.48020033939554	46.2889192114568	Fusobacterium sp. CM1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
JAOZ01000005	13	10	54.62822317776266	44.8943194919587	Fusobacterium nucleatum 13.3C,definition=hypothetical protein	hypothetical protein	unknown
JDFF01000019	20	12	60.87589911818759	64.53279524492558	Porphyromonas catoniae ATCC 51270,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
JEMX01000020	19	15	64.0147991624483	61.0707642695935	Candidatus Accumulibacter sp. BA.92,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
JEMY01000057	19	14	64.11419935652515	65.40611331571836	Candidatus Accumulibacter sp. BA.93,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
JFAF01000004	14	13	55.23345177654619	56.661806001287744	Peptoclostridium difficile,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JFBV01000001	10	10	58.85097511999055	52.691627991124335	Clostridium sp. ASBs410,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JFBV01000001.66	13	12	58.973333730560796	54.606537126024875	Clostridium sp. ASBs410,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JGVI01000037	18	14	66.88715258605566	53.91045788506864	Shewanella xiamenensis,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
JMFG01000008	18	11	67.52169159653982	64.69709517702995	Thermoanaerobaculum aquaticum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMIR01000062	18	10	67.51996988295815	63.06589535591695	Tumebacillus flagellatus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMKI01000012	9	11	58.37806366638961	55.336172597621214	Synergistes jonesii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMQR01000128	19	11	71.55039269283117	68.65416475212652	Brevundimonas sp. EAKA,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMTN01000013	15	14	53.225123931334	57.34255425624917	Pedobacter glucosidilyticus,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
JNOS01000002	20	11	64.34708182754935	60.38626743745584	Porphyromonas sp. KLE 1280,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
JOOI01000003	16	11	56.60885904188632	54.933966234042884	Thermoanaerobacter sp. YS13,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JPDS01000001	16	10	53.202579119174175	50.88044371757644	Polaribacter sp. Hel1.85,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
JPFK01000007	15	14	52.69922688498457	52.785019440386066	Mangrovimonas yunxiaonensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPGH01000161	15	14	68.77129500507249	68.96955368592688	Burkholderia mallei,definition=hypothetical protein	hypothetical protein	unknown
JPIN01000004	18	15	66.94751611089237	63.43045990871474	Idiomarina sp. MCCC 1A10513,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPJI01000023	13	13	58.491913622076936	55.08264977764952	Nonlabens ulvanivorans,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPME01000002	13	12	58.973333730560796	53.213920527060395	[Clostridium] celerecrescens,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPME01000002.78	10	10	57.877110069259004	54.2100593692042	[Clostridium] celerecrescens,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPPA01000077	14	13	55.23345177654619	51.14650808974977	Peptoclostridium difficile,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPSL02000038	14	15	72.11143883503138	67.37784688093632	Thermus filiformis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPUB01000415	15	13	52.067439219210996	59.110727013570624	Leptospira interrogans serovar Lai,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JQBK01000081	16	19	52.75368455295683	56.18976495337813	Lactobacillus acidipiscis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRGF01000008	15	14	63.9160536598788	66.36845303362014	Alistipes inops,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRGI01000016	13	6	50.16160502379978	56.75686197882658	Clostridium tetani,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRHN01000043	14	13	55.23345177654619	51.14650808974977	Peptoclostridium difficile,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRJU01000029	16	10	54.86462887442923	57.96122887388634	Bacillus okhensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRLU01000001	12	15	54.6440414021763	53.140418891216086	Flavobacterium cauense R2A.7,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRLZ01000004	14	12	57.87092981808155	55.82601421226474	Flavobacterium enshiense DK69,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRMW01000044	10	8	59.21517973354054	61.045693888431686	Anaerococcus lactolyticus S7.1.13,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRRD02000001	15	13	54.320494998003994	54.96461510849889	Fervidobacterium islandicum,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JRZU01000004	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Typhimurium,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRZV01000003	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Typhimurium,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JSVA01000016	15	13	58.31692205369836	57.368950550180955	Roseivirga sp. D.25,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JSVC01000008	17	14	54.60722522300898	60.97355163959014	Flavihumibacter solisilvae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JUET01000136	16	13	64.31699725355924	58.134006755239	Tannerella forsythia,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JWSP01000004	15	12	53.9408095799576	56.798817452779645	Salmonella enterica subsp. houtenae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JXNG01000027	4	6	54.868753306594215	51.12464219731629	Brachyspira hyodysenteriae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JXNN01000054	4	6	54.868753306594215	51.12464219731629	Brachyspira hyodysenteriae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYBG01000007	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYBJ01000004	14	14	67.10758817188503	68.96955368592688	Burkholderia pseudomallei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYQL01000019	16	13	52.8151088062566	55.005491513331776	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYQU01000029	16	13	52.8151088062566	55.005491513331776	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYRE01000002	16	13	52.8151088062566	55.005491513331776	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYRR01000003	16	13	52.8151088062566	55.005491513331776	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYSI01000003	16	13	52.8151088062566	55.005491513331776	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYTH01000014	16	13	52.8151088062566	55.005491513331776	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYXB01000037	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Schwarzengrund,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYZM01000002	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Javiana,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
KF831415	12	13	55.95001335508499	51.532119833580055	Firmicutes bacterium enrichment culture clone fosmid MGS.M2,definition=acetylhydrolase	acetylhydrolase	unknown
L21902	15	9	54.66119896371367	61.36836119439528	Clostridium kluyveri DSM 555,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LAHO01000003	15	15	66.4359221855699	60.11955517941891	Arsukibacterium ikkense,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAKY01000055	12	8	58.72282601064563	63.3577319425865	Clostridiales bacterium PH28.bin88,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAKY01000058	15	11	65.14851442594698	69.23077279052393	Clostridiales bacterium PH28.bin88,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LANI01000023	16	12	57.51085582155696	55.976335050880095	Kiloniella sp. P1.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAQL01000002	16	11	59.61040333179034	54.18077475021562	Kiloniella spongiae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAVN01000001	16	12	66.30838489469187	69.08824319778267	Burkholderia gladioli,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAVS01000004	19	16	62.046425317249714	60.97583543696243	Rheinheimera sp. IITR.13,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAYJ01000134	13	10	63.484505182969315	65.12659066129038	Catabacter hongkongensis,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
LAYP01000160	17	13	59.50201933668478	56.95249232304832	Leptospira santarosai,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LAZR01001024	12	12	60.0820910923311	59.47052079330405	marine sediment metagenome,definition=hypothetical protein	hypothetical protein	unknown
LAZR01002627	17	11	56.57132012312394	50.513673275799874	marine sediment metagenome,definition=hypothetical protein	hypothetical protein	unknown
LBBT01000322	16	12	53.49189086975127	55.19310098918601	Clostridium sp. JC272,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LBIC01000001	19	12	70.05045113316743	68.02347102797876	Sphingobium chungbukense,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LBMP01000006	17	15	70.02262662244186	60.11949371827268	Desulfocarbo indianensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LBMX01000091	16	10	53.81086317238049	50.97887658691536	Clostridium sp. C8,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LCTZ01000002	13	14	58.08388144191116	55.7401574147903	Flagellimonas sp. DK169,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LCWL01000122	17	17	67.66593016563127	62.364905500918326	Alishewanella sp. WH16.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LDJX01000005	15	17	65.19265583739917	61.13823549714306	Croceitalea dokdonensis DOKDO 023,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
LDXJ01000041	8	6	62.63817760587841	67.07353503502668	Peptococcaceae bacterium CEB3,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDXJ01000042	19	13	62.70851784114734	63.829720635202875	Peptococcaceae bacterium CEB3,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDXJ01000060	16	15	67.92250983872276	59.69016586301177	Peptococcaceae bacterium CEB3,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDXM01000009	18	9	72.24640131015758	67.81700721697439	Chloroflexi bacterium CSP1.4,definition=acetyl.CoA hydrolase.transferase family protein	acetyl.CoA hydrolase.transferase family protein	unknown
LDZY01000007	4	6	60.47257327333085	56.44230746190226	Desulfosporosinus acididurans,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDZY01000018	8	8	57.601579291900464	55.53501392961391	Desulfosporosinus acididurans,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDZY01000022	12	8	56.46886609631218	56.88395667072251	Desulfosporosinus acididurans,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LEKT01000002	13	11	55.41524902531512	54.30674119349442	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000002.1	12	10	68.96951773274071	58.785328202991934	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000002.57	13	9	65.62184124503102	49.84057640474191	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000004	14	8	54.975779548979915	57.81891020843943	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000044	17	11	59.050976583969714	54.43996605866636	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000084	17	13	59.02408813173821	59.470867256516726	Megasphaera cerevisiae DSM 20462,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LFNG01000041	17	13	58.40461393314882	58.198508975185405	Chryseobacterium koreense CCUG 49689,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LFRJ01000015	19	15	69.71306371788336	63.249628508618514	Thauera humireducens,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LFZU01000001	16	12	56.90288786781235	51.5214858687558	Bacillus sp. FJAT.27231,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGAF01000005	18	10	57.41742667926093	60.77186609244757	Planomicrobium glaciei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGCK01000002	10	14	65.28620787332034	55.14469995220975	Leptolinea tardivitalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGCM01000027	15	11	68.90692953091758	68.60756478273845	Levilinea saccharolytica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGIA01000026	17	13	57.01372337453546	57.13429795550928	Sunxiuqinia dokdonensis,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
LGII01000021	15	11	55.82947758684037	53.07863083438406	Clostridium botulinum,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LGIJ01000033	15	11	53.22982157411485	53.07863083438406	Clostridium botulinum,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LGJH01000156	18	13	73.07090317509375	68.2003010949519	Novosphingobium sp. ST904,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
