	vitalF3_MM	vitalR3_MM	vitalF3_Melt	vitalR3_Melt	organism	definition	function
CYZL01000010	1	2	40.32966578120869	47.329821569972694	[Eubacterium] hallii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CYZM01000001	0	2	45.77306569716694	45.95877591595371	Anaerostipes hadrus,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CYZT01000162	4	6	45.773065697167	50.0993174674328	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CYZT01000276	2	3	55.55906452111992	56.3133312987614	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CYZY01000001	1	4	50.5521749082605	54.241922764498895	[Clostridium] symbiosum,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CYZY01000043	4	3	55.66602862883519	51.73128461227742	[Clostridium] symbiosum,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CYZY01000084	1	0	55.55906452111992	47.569687682217136	[Clostridium] symbiosum,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CZAS01000003	4	6	45.773065697167	50.0993174674328	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZAS01000006	2	3	55.55906452111992	56.3133312987614	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZAS01000006.86	5	4	46.7684542445063	54.384103904035726	Flavonifractor plautii,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CZAS01000028	2	4	46.69854915273959	46.7914679742841	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZAT01000009	1	2	56.697086027106195	48.94853477655511	Flavonifractor plautii,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CZAT01000018	2	2	54.202728611384316	53.105508601282	Flavonifractor plautii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CZAT01000043	2	3	55.55906452111992	56.3133312987614	Flavonifractor plautii,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CZAV01000001	3	5	33.71139818496323	43.45340383230911	Clostridium baratii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CZBD01000009	4	6	45.773065697167	50.0993174674328	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZBD01000023	2	3	55.55906452111992	56.3133312987614	Flavonifractor plautii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZBH01000004	2	3	55.71984678331813	53.78917227399984	Faecalibacterium prausnitzii,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CZBO01000001	3	5	39.59844887305775	43.45340383230911	Clostridium baratii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CZVX01000076	2	2	42.01508836999352	43.3612627636096	bacterium JGI.11,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
Clostridium.aminobutyricum	1	1	41.376504826170844	51.01711679016489	Clostridium.aminobutyricum,definition=but.like	but.like	other
Clostridium.kluyveri.DSM.555	2	4	38.058533334528136	46.518028753415194	Clostridium.kluyveri.DSM.555,definition=but.like	but.like	other
Clostridium.tetani.E88	3	2	43.82649493760783	39.790873926945494	Clostridium.tetani.E88,definition=but.like	but.like	other
DQ072259	0	2	52.72791339050116	50.1397824573088	Faecalibacterium prausnitzii A2.165,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
DQ151451	2	3	51.33191669743951	50.06417179011413	Anaerostipes caccae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
Eubacterium.hallii	1	1	46.95657362811369	48.050698809043126	Eubacterium hallii,definition=butyryl.CoA transferase	butyryl.CoA transferase	confirmed
Eubacterium.nodatum.strain.68.3.10..1	5	2	51.631805891923875	54.65697439160533	Eubacterium.nodatum.strain.68.3.10..1,definition=but.like	but.like	other
Eubacterium.nodatum.strain.68.3.10..2	1	2	52.67994472745505	53.567785893963105	Eubacterium.nodatum.strain.68.3.10..2,definition=but.like	but.like	other
Eubacterium.rectale.DSM.17629	1	2	49.38577031073322	49.440588091188715	Eubacterium rectale DSM 17629,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	confirmed
FAON01000008	4	2	41.09446404040153	45.43173371402776	bacterium JGI.3,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
FAOS01000003	4	4	52.64599231166977	54.42150239444061	Janthinobacterium sp. CG23.2,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
FN298495	5	4	52.164525739748626	44.69128987642466	Salmonella enterica subsp. VII,definition=putative acetyl.coa hydrolase.transferase	putative acetyl.coa hydrolase.transferase	unknown
FN650140	3	1	43.259461116740226	43.40768567787643	Legionella longbeachae NSW150,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FO203512	2	3	51.2209546698312	46.5612293724804	Oleispira antarctica RB.8,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
FO681348	1	5	45.429013061004184	46.01138033249413	Acholeplasma brassicae,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FP476056	2	5	46.312752169427085	48.580225076224735	Zobellia galactanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FP929032	4	5	56.168421338734106	55.53349807213266	Alistipes shahii WAL 8301,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929037	4	4	53.79696205431043	54.69679185293302	[Clostridium] cf. saccharolyticum K10,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929037.89	1	3	45.72841672555484	56.751557499375735	[Clostridium] cf. saccharolyticum K10,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929038	3	3	48.46474164172014	48.437966702146355	Coprococcus catus GD.7,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929038.32	0	1	45.059405410859654	45.49278619137533	Coprococcus catus GD.7,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929038.93	3	5	37.37903792466125	52.48328680612491	Coprococcus catus GD.7,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929043	1	2	49.38577031073322	49.440588091188715	Eubacterium rectale M104.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929045	0	3	52.72791339050116	56.751557499375735	Faecalibacterium prausnitzii L2.6,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929046	0	2	52.72791339050116	53.56778589396305	Faecalibacterium prausnitzii SL3.3,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929049	0	0	48.69028851014281	44.03489423018556	Roseburia intestinalis M50.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929050	0	0	48.69028851014281	47.569687682217136	Roseburia intestinalis XB6B4,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929062	3	3	55.824220292013536	43.31411866678354	butyrate.producing bacterium SS3.4,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FP929062.49	1	1	45.773065697167	51.49258153451183	butyrate.producing bacterium SS3.4,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
FR745875	2	4	40.46671261408795	46.910318574665155	Clostridium botulinum B str. Eklund 17B (NRP),definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
FR856862	4	5	53.17796662990355	53.55031500106685	Novosphingobium sp. PP1Y,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
GU080132	6	2	45.012460375558646	49.44058809118866	bacterium enrichment culture clone N47,definition=putative 4.hydroxybutyrate.CoA transferase	putative 4.hydroxybutyrate.CoA transferase	unknown
HB867388	2	3	51.04811543536408	50.1453003792102	Shewanella oneidensis,definition=Sequence 63 from Patent EP2096177	Sequence 63 from Patent EP2096177	unknown
HB871725	2	4	45.72841672555484	42.56205384698069	Leptospira interrogans,definition=Sequence 4400 from Patent EP2096177	Sequence 4400 from Patent EP2096177	unknown
HB871727	2	3	54.202728611384316	56.751557499375735	Thermus thermophilus,definition=Sequence 4402 from Patent EP2096177	Sequence 4402 from Patent EP2096177	unknown
HE576794	1	3	47.429551479582585	56.88827587688104	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE576794.48	0	4	45.059405410859654	53.59946092316119	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE576794.58	3	2	55.804896835966645	53.75659869768259	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE576794.6	1	1	42.15549394480422	51.01711679016489	Megasphaera elsdenii DSM 20460,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HE663493	3	3	52.63910372306964	52.60966308056254	Rhodospirillum photometricum DSM 122,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
HE774682	2	4	38.18238098600119	42.562053846980746	Flavobacterium indicum GPTSA100.9 = DSM 17447,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
HE793032	0	0	41.746671956554565	45.49278619137533	Brachyspira pilosicoli WesB,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
HE796683	2	4	53.410365468809346	50.06946082464401	Fibrella aestuarina BUZ 2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HG315671	1	2	38.92584721924044	48.94853477655505	Formosa agariphila KMM 3901,definition=acetyl.CoA hydrolase.transferase family protein	acetyl.CoA hydrolase.transferase family protein	unknown
HG530135	3	2	43.82649493760783	39.790873926945494	Clostridium tetani 12124569,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
HG917972	4	2	54.83587360768132	51.01711679016489	Mycobacterium marinum E11,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
HG934468	2	1	43.26041231982026	46.11861872201109	Mucinivorans hirudinis,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
Intesimonas.butyriciproducens.strain.27.5.10	1	2	54.202728611384316	51.01711679016489	Intesimonas.butyriciproducens.strain.27.5.10,definition=but	but	confirmed
JAAC01000013	2	4	41.05822437437706	44.69128987642466	Fusobacterium necrophorum BL,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
JAAF01000019	2	4	41.05822437437706	44.69128987642466	Fusobacterium necrophorum DAB,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
JALU01000011	2	2	48.46474164172014	49.44058809118866	Mogibacterium timidum ATCC 33093,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
JALU01000030	1	4	53.348997480051025	52.35460998746487	Mogibacterium timidum ATCC 33093,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
JANB01000055	3	2	43.260412319820205	43.3612627636096	Fusobacterium sp. CM1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
JAOZ01000005	2	2	43.98439560170266	48.679758699947286	Fusobacterium nucleatum 13.3C,definition=hypothetical protein	hypothetical protein	unknown
JDFF01000019	2	2	43.86932100206832	46.55649818064063	Porphyromonas catoniae ATCC 51270,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
JEMX01000020	4	2	52.64599231166977	49.563318525891475	Candidatus Accumulibacter sp. BA.92,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
JEMY01000057	4	3	45.69099487589517	53.10550860128188	Candidatus Accumulibacter sp. BA.93,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
JFAF01000004	3	2	44.08281785280042	44.727919388827104	Peptoclostridium difficile,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JFBV01000001	2	3	44.696168759242084	56.3133312987614	Clostridium sp. ASBs410,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JFBV01000001.66	2	4	49.385770310733164	46.7914679742841	Clostridium sp. ASBs410,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JGVI01000037	3	3	49.88851246499769	50.1453003792102	Shewanella xiamenensis,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
JMFG01000008	3	5	43.207361710628504	52.872588831505254	Thermoanaerobaculum aquaticum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMIR01000062	4	5	52.63910372306964	57.585723079829165	Tumebacillus flagellatus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMKI01000012	1	4	41.54312508108569	47.937156304282155	Synergistes jonesii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMQR01000128	3	2	57.648860150571124	53.567785893963105	Brevundimonas sp. EAKA,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JMTN01000013	2	4	36.78336550260525	46.5612293724804	Pedobacter glucosidilyticus,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
JNOS01000002	2	4	50.300177693632065	52.09963563190274	Porphyromonas sp. KLE 1280,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
JOOI01000003	3	5	38.18238098600125	51.42856871046007	Thermoanaerobacter sp. YS13,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JPDS01000001	2	3	37.36371694256809	43.314118666783486	Polaribacter sp. Hel1.85,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
JPFK01000007	2	3	35.29480171691176	43.31411866678354	Mangrovimonas yunxiaonensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPGH01000161	3	3	56.31817557773712	56.88827587688104	Burkholderia mallei,definition=hypothetical protein	hypothetical protein	unknown
JPIN01000004	2	3	47.75720711856161	48.31598139133291	Idiomarina sp. MCCC 1A10513,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPJI01000023	4	2	35.09882208234194	45.4317337140277	Nonlabens ulvanivorans,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPME01000002	2	4	45.01246037555859	46.7914679742841	[Clostridium] celerecrescens,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPME01000002.78	2	3	47.25543286210166	56.3133312987614	[Clostridium] celerecrescens,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPPA01000077	2	2	44.22864407151485	44.727919388827104	Peptoclostridium difficile,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPSL02000038	2	4	54.202728611384316	55.47051435624354	Thermus filiformis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JPUB01000415	2	4	45.72841672555484	42.56205384698069	Leptospira interrogans serovar Lai,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JQBK01000081	2	3	44.591915313186064	44.65408527036618	Lactobacillus acidipiscis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRGF01000008	2	3	54.202728611384316	51.02928727756955	Alistipes inops,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRGI01000016	3	2	43.82649493760783	39.790873926945494	Clostridium tetani,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRHN01000043	2	3	42.62981339313444	42.61524588430865	Peptoclostridium difficile,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRJU01000029	3	4	44.67158122383654	45.226551419240934	Bacillus okhensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRLU01000001	3	3	42.69716119607	46.87179262335593	Flavobacterium cauense R2A.7,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRLZ01000004	3	3	42.01024581582084	43.314118666783486	Flavobacterium enshiense DK69,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRMW01000044	4	3	40.42466141281193	46.54070371654308	Anaerococcus lactolyticus S7.1.13,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRRD02000001	2	5	38.925847219240495	45.290547365708505	Fervidobacterium islandicum,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
JRZU01000004	5	4	52.164525739748626	45.8241404412168	Salmonella enterica subsp. enterica serovar Typhimurium,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JRZV01000003	5	4	52.164525739748626	45.8241404412168	Salmonella enterica subsp. enterica serovar Typhimurium,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JSVA01000016	4	4	38.18238098600119	46.5612293724804	Roseivirga sp. D.25,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JSVC01000008	4	3	39.53386799049753	50.1453003792102	Flavihumibacter solisilvae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JUET01000136	2	3	49.6514699226168	46.534383726375324	Tannerella forsythia,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JWSP01000004	5	5	52.164525739748626	47.94842069630704	Salmonella enterica subsp. houtenae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JXNG01000027	1	0	44.777701434189964	45.49278619137533	Brachyspira hyodysenteriae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JXNN01000054	1	0	44.777701434189964	45.49278619137533	Brachyspira hyodysenteriae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYBG01000007	3	3	56.31817557773712	56.88827587688104	Burkholderia pseudomallei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYBJ01000004	3	3	56.31817557773712	56.88827587688104	Burkholderia pseudomallei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYQL01000019	5	4	52.164525739748626	45.8241404412168	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYQU01000029	5	4	52.164525739748626	45.8241404412168	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYRE01000002	5	4	52.164525739748626	45.8241404412168	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYRR01000003	5	4	52.164525739748626	45.8241404412168	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYSI01000003	5	4	52.164525739748626	45.8241404412168	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYTH01000014	5	4	52.164525739748626	45.8241404412168	Salmonella enterica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYXB01000037	5	4	52.164525739748626	45.8241404412168	Salmonella enterica subsp. enterica serovar Schwarzengrund,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
JYZM01000002	5	4	52.164525739748626	45.8241404412168	Salmonella enterica subsp. enterica serovar Javiana,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
KF831415	2	5	38.925847219240495	43.45340383230911	Firmicutes bacterium enrichment culture clone fosmid MGS.M2,definition=acetylhydrolase	acetylhydrolase	unknown
L21902	2	4	38.058533334528136	46.518028753415194	Clostridium kluyveri DSM 555,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LAHO01000003	1	4	46.78284836908688	51.524217487153635	Arsukibacterium ikkense,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAKY01000055	0	1	47.115667465183435	48.68549493225481	Clostridiales bacterium PH28.bin88,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAKY01000058	3	5	52.98141955174145	57.52456947099881	Clostridiales bacterium PH28.bin88,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LANI01000023	3	3	48.49780106571308	49.17640956213853	Kiloniella sp. P1.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAQL01000002	4	4	51.422414438623264	52.35460998746487	Kiloniella spongiae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAVN01000001	2	4	56.61486986580661	52.88017690678589	Burkholderia gladioli,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAVS01000004	3	3	47.48419630852902	48.315981391332855	Rheinheimera sp. IITR.13,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LAYJ01000134	2	3	49.385770310733164	50.76784213968796	Catabacter hongkongensis,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
LAYP01000160	2	3	48.552591987451024	48.315981391332855	Leptospira santarosai,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LAZR01001024	2	2	42.24675821734212	54.20526742736644	marine sediment metagenome,definition=hypothetical protein	hypothetical protein	unknown
LAZR01002627	3	3	39.53779579761385	42.61524588430865	marine sediment metagenome,definition=hypothetical protein	hypothetical protein	unknown
LBBT01000322	2	3	40.95167765048046	41.15933897445882	Clostridium sp. JC272,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LBIC01000001	2	4	59.53322014734283	55.63287077062512	Sphingobium chungbukense,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LBMP01000006	3	3	57.43282521183022	50.06946082464401	Desulfocarbo indianensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LBMX01000091	2	5	39.731144775501605	49.440439795412374	Clostridium sp. C8,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LCTZ01000002	4	5	38.83930639868021	45.8241404412168	Flagellimonas sp. DK169,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LCWL01000122	1	3	48.4570500420171	44.77117009364332	Alishewanella sp. WH16.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LDJX01000005	2	3	35.29480171691171	48.6739334664544	Croceitalea dokdonensis DOKDO 023,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
LDXJ01000041	1	5	51.996514383802605	50.56605715003661	Peptococcaceae bacterium CEB3,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDXJ01000042	4	4	48.36598271119692	59.617872799544216	Peptococcaceae bacterium CEB3,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDXJ01000060	4	5	50.027915658699214	57.585723079829165	Peptococcaceae bacterium CEB3,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDXM01000009	2	3	54.202728611384316	53.59946092316119	Chloroflexi bacterium CSP1.4,definition=acetyl.CoA hydrolase.transferase family protein	acetyl.CoA hydrolase.transferase family protein	unknown
LDZY01000007	1	3	46.95657362811369	51.5082790883319	Desulfosporosinus acididurans,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDZY01000018	1	1	42.155493944804164	48.68549493225481	Desulfosporosinus acididurans,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LDZY01000022	1	3	45.981008507696686	44.69128987642466	Desulfosporosinus acididurans,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LEKT01000002	1	3	56.697086027106195	51.5082790883319	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000002.1	3	4	51.44684237306103	54.867549075849695	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000002.57	4	2	49.11329643841549	49.440588091188715	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000004	1	1	42.87364715116155	47.56968768221708	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000044	1	3	43.67809339807462	48.68549493225481	Megasphaera cerevisiae DSM 20462,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LEKT01000084	3	5	33.79779203281072	52.735254654803555	Megasphaera cerevisiae DSM 20462,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LFNG01000041	3	3	43.02489557855199	46.87179262335593	Chryseobacterium koreense CCUG 49689,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LFRJ01000015	4	4	52.64599231166977	54.241922764498895	Thauera humireducens,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LFZU01000001	3	4	48.84034173927677	52.41043079450327	Bacillus sp. FJAT.27231,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGAF01000005	3	3	46.72034433473584	49.21409784484706	Planomicrobium glaciei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGCK01000002	1	3	43.35845419288671	50.1453003792102	Leptolinea tardivitalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGCM01000027	3	3	46.15338113099659	51.50827908833179	Levilinea saccharolytica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
